,ID,Condition,Age,Gender,Beep_Time1,Button_Estimate_1,Written_Estimate_1,Beep_Time2,Button_Estimate_2,Written_Estimate_2,Beep_Time3,Button_Estimate_3,Written_Estimate_3,Beep_Time4,Button_Estimate_4,Written_Estimate_4,Beep_Time5,Button_Estimate_5,Written_Estimate_5,Beep_Time6,Button_Estimate_6,Written_Estimate_6,Beep_Time7,Button_Estimate_7,Written_Estimate_7,Beep_Time8,Button_Estimate_8,Written_Estimate_8,Beep_Time9,Button_Estimate_9,Written_Estimate_9,Beep_Time10,Button_Estimate_10,Written_Estimate_10,Beep_Time11,Button_Estimate_11,Written_Estimate_11,Beep_Time12,Button_Estimate_12,Written_Estimate_12
0,14,2,22,female,5,3.5249136999991606,9,3,2.048936200000753,5,9,5.410053900002822,15,4,3.6467159999992873,7,2,1.0469218999969598,3,7,4.59411800000089,12,3,1.7300728000009258,4,6,4.810056199999963,10,5,4.627535700001317,7,2,1.9470558000029996,3,9,5.842851800000062,12,4,3.2453994000024977,6
