,ID,Condition,Age,Gender,Beep_Time1,Button_Estimate_1,Written_Estimate_1,Beep_Time2,Button_Estimate_2,Written_Estimate_2,Beep_Time3,Button_Estimate_3,Written_Estimate_3,Beep_Time4,Button_Estimate_4,Written_Estimate_4,Beep_Time5,Button_Estimate_5,Written_Estimate_5,Beep_Time6,Button_Estimate_6,Written_Estimate_6,Beep_Time7,Button_Estimate_7,Written_Estimate_7,Beep_Time8,Button_Estimate_8,Written_Estimate_8,Beep_Time9,Button_Estimate_9,Written_Estimate_9,Beep_Time10,Button_Estimate_10,Written_Estimate_10,Beep_Time11,Button_Estimate_11,Written_Estimate_11,Beep_Time12,Button_Estimate_12,Written_Estimate_12
0,17,2,24,male,5,5.647075799999584,6,3,1.5617106999998214,3,9,7.257938500006276,9,4,3.6402490999971633,5,2,1.049712100000761,2,7,6.045473799997126,8,3,2.0651918000003207,3,6,5.480734799995844,6,5,6.012917599997309,7,2,4.445610299997497,7,9,7.497012300002098,9,4,3.764428599999519,5
