,ID,Condition,Age,Gender,Beep_Time1,Button_Estimate_1,Written_Estimate_1,Beep_Time2,Button_Estimate_2,Written_Estimate_2,Beep_Time3,Button_Estimate_3,Written_Estimate_3,Beep_Time4,Button_Estimate_4,Written_Estimate_4,Beep_Time5,Button_Estimate_5,Written_Estimate_5,Beep_Time6,Button_Estimate_6,Written_Estimate_6,Beep_Time7,Button_Estimate_7,Written_Estimate_7,Beep_Time8,Button_Estimate_8,Written_Estimate_8,Beep_Time9,Button_Estimate_9,Written_Estimate_9,Beep_Time10,Button_Estimate_10,Written_Estimate_10,Beep_Time11,Button_Estimate_11,Written_Estimate_11,Beep_Time12,Button_Estimate_12,Written_Estimate_12
0,7,1,18,other,5,5.863749500000267,5,3,3.315424999993411,4,9,8.27953620000335,8,4,3.2327389999991283,4,2,1.3822215000109281,2,7,5.846933299995726,5,3,4.165483099990524,5,6,4.847755200011306,6,5,4.86435089999577,5,2,1.4983607000031043,2,9,8.32869359999313,7,4,3.381919999999809,3
